Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,Daily_Return
2020-01-27,74.47357177734375,77.23750305175781,77.94249725341797,76.22000122070312,77.51499938964844,161940000,,,-0.029405250929448234
2020-01-28,76.58038330078125,79.42250061035156,79.5999984741211,78.04750061035156,78.1500015258789,162234000,,,0.02828933448469395
2020-01-29,78.18338775634766,81.08499908447266,81.9625015258789,80.34500122070312,81.11250305175781,216229200,,,0.020932336067801982
2020-01-30,78.07009887695312,80.96749877929688,81.02249908447266,79.6875,80.13500213623047,126743200,78.00912513732911,,-0.0014491004070108504
2020-01-31,74.60858154296875,77.37750244140625,80.66999816894531,77.07250213623047,80.23249816894531,199588400,78.12362518310547,,-0.04433873334381144
2020-02-03,74.40367889404297,77.16500091552734,78.37249755859375,75.55500030517578,76.07499694824219,173788400,78.26400032043458,,-0.0027462960056099384
2020-02-04,76.86001586914062,79.7125015258789,79.91000366210938,78.40750122070312,78.82749938964844,136616400,78.5021255493164,,0.03301367951955725
2020-02-05,77.48675537109375,80.36250305175781,81.19000244140625,79.73750305175781,80.87999725341797,118826800,78.79037551879883,,0.008154323518098083
2020-02-06,78.39311981201172,81.30249786376953,81.30500030517578,80.06500244140625,80.64250183105469,105425600,79.06562538146973,,0.011696932976394514
2020-02-07,77.32752990722656,80.00749969482422,80.8499984741211,79.5,80.59249877929688,117684000,79.19562530517578,,-0.015928147387491265
2020-02-10,77.69479370117188,80.38749694824219,80.38749694824219,78.4625015258789,78.54499816894531,109348800,79.33587532043457,,0.0047495204183034545
2020-02-11,77.2260513305664,79.90249633789062,80.9749984741211,79.67749786376953,80.9000015258789,94323200,79.36900024414062,,-0.006033284139495332
2020-02-12,79.05999755859375,81.80000305175781,81.80500030517578,80.36750030517578,80.36750030517578,113730400,79.55050048828124,,0.023747777614394394
2020-02-13,78.49698638916016,81.21749877929688,81.55500030517578,80.8375015258789,81.04750061035156,94747600,79.71962547302246,,-0.007121078859769314
2020-02-14,78.51634216308594,81.23750305175781,81.49500274658203,80.7125015258789,81.18499755859375,80113600,79.84100074768067,,0.0002463049559713326
2020-02-18,77.07867431640625,79.75,79.9375,78.65249633789062,78.83999633789062,152531200,79.84437561035156,,-0.018310546187148335
2020-02-19,78.19497680664062,80.90499877929688,81.14250183105469,80.0,80.0,93984000,79.93250045776367,,0.014482743314067292
2020-02-20,77.39279174804688,80.07499694824219,81.1624984741211,79.55249786376953,80.65750122070312,100566000,79.96500015258789,,-0.010258968463974338
2020-02-21,75.6409912109375,78.26249694824219,80.11250305175781,77.625,79.65499877929688,129554000,79.8877498626709,,-0.02263503052234317
2020-02-24,72.04801177978516,74.54499816894531,76.04499816894531,72.30750274658203,74.31500244140625,222195200,79.63612480163575,,-0.047500385551912494
2020-02-25,69.60759735107422,72.0199966430664,75.63249969482422,71.53250122070312,75.23750305175781,230673600,79.37524948120117,,-0.033872179058296537
2020-02-26,70.71182250976562,73.1624984741211,74.47000122070312,71.625,71.63249969482422,198054800,79.06224937438965,,0.015863675150069367
2020-02-27,66.08952331542969,68.37999725341797,71.5,68.23999786376953,70.2750015258789,320605600,78.42699928283692,,-0.06536820530254006
2020-02-28,66.05085754394531,68.33999633789062,69.60250091552734,64.09249877929688,64.31500244140625,426510000,77.79562416076661,,-0.0005849797767482068
2020-03-02,72.20024108886719,74.70249938964844,75.36000061035156,69.43000030517578,70.56999969482422,341397200,77.66187400817871,,0.09310072274952952
2020-03-03,69.9072265625,72.33000183105469,76.0,71.44999694824219,75.9175033569336,319475600,77.42012405395508,,-0.0317592795151177
2020-03-04,73.14982604980469,75.68499755859375,75.8499984741211,73.28250122070312,74.11000061035156,219178400,77.21874885559082,,0.04638456577639127
2020-03-05,70.77705383300781,73.2300033569336,74.88749694824219,72.85250091552734,73.87999725341797,187572800,76.86212387084962,,-0.03243699915243503
2020-03-06,69.83714294433594,72.25749969482422,72.70500183105469,70.30750274658203,70.5,226176800,76.40987396240234,,-0.013280125870939186
2020-03-09,64.31358337402344,66.5425033569336,69.52249908447266,65.75,65.9375,286744800,75.73662414550782,,-0.07909208541712087
2020-03-10,68.94554138183594,71.33499908447266,71.61000061035156,67.34249877929688,69.28500366210938,285290000,75.28399925231933,,0.07202157246522778
2020-03-11,66.55101013183594,68.85749816894531,70.30500030517578,67.96499633789062,69.34750366210938,255598800,74.73174934387207,,-0.03473051023093954
2020-03-12,59.978797912597656,62.057498931884766,67.5,62.0,63.98500061035156,418474000,73.74462413787842,,-0.09875466605505201
2020-03-13,67.16474914550781,69.49250030517578,69.9800033569336,63.23749923706055,66.22250366210938,370732000,73.15837421417237,76.45169975280761,0.11980826654731591
2020-03-16,58.52421951293945,60.5525016784668,64.7699966430664,60.0,60.48749923706055,322423600,72.1241241455078,76.16099975585938,-0.12864695596573805
2020-03-17,61.09752655029297,63.21500015258789,64.40249633789062,59.599998474121094,61.877498626708984,324056000,71.29737415313721,75.93814979553223,0.04397008216537346
2020-03-18,59.601871490478516,61.66749954223633,62.5,59.279998779296875,59.942501068115234,300233600,70.33549919128419,75.67249984741211,-0.024479958975183402
2020-03-19,59.14519500732422,61.19499969482422,63.209999084472656,60.65250015258789,61.84749984741211,271857200,69.39149932861328,75.4044497680664,-0.007662056203340817
2020-03-20,55.39031982421875,57.310001373291016,62.95750045776367,57.0,61.79499816894531,401693200,68.34387454986572,75.0346997833252,-0.06348555177559367
2020-03-23,54.2136116027832,56.092498779296875,57.125,53.15250015258789,57.02000045776367,336752800,67.4212495803833,74.60839973449707,-0.02124415572883842
2020-03-24,59.65260696411133,61.720001220703125,61.92250061035156,58.57500076293945,59.09000015258789,287531200,66.90624980926513,74.2911498260498,0.10032540114763622
2020-03-25,59.323997497558594,61.380001068115234,64.5625,61.07500076293945,62.6875,303602000,66.31712493896484,73.93394989013672,-0.0055087515531973
2020-03-26,62.445796966552734,64.61000061035156,64.66999816894531,61.59000015258789,61.630001068115234,252087200,66.12862510681153,73.66274993896485,0.052622995862315225
2020-03-27,59.860408782958984,61.935001373291016,63.967498779296875,61.76250076293945,63.1875,204216800,65.80837535858154,73.34474998474121,-0.04140224751262378
2020-03-30,61.56869888305664,63.70249938964844,63.880001068115234,62.349998474121094,62.685001373291016,167976400,65.25837535858155,73.0426000213623,0.028537950709074167
2020-03-31,61.443050384521484,63.5724983215332,65.62249755859375,63.0,63.900001525878906,197002000,64.82050018310547,72.72039993286133,-0.002040753021636643
2020-04-01,58.21010971069336,60.227500915527344,62.18000030517578,59.782501220703125,61.625,176218400,64.04762535095215,72.34209991455079,-0.05261705130869221
2020-04-02,59.18143844604492,61.23249816894531,61.287498474121094,59.224998474121094,60.084999084472656,165934000,63.447750091552734,71.97824981689453,0.016686683626928822
2020-04-03,58.330909729003906,60.352500915527344,61.42499923706055,59.74250030517578,60.70000076293945,129880000,62.85250015258789,71.58914978027343,-0.014371408643005013
2020-04-06,63.419551849365234,65.61750030517578,65.77749633789062,62.345001220703125,62.724998474121094,201820400,62.80625,71.30994979858399,0.08723746836966395
2020-04-07,62.68500518798828,64.85749816894531,67.92500305175781,64.75,67.69999694824219,202887200,62.48237495422363,71.06234970092774,-0.011582308571582711
2020-04-08,64.28939819335938,66.51750183105469,66.84249877929688,65.30750274658203,65.68499755859375,168895200,62.3653751373291,70.80424972534179,0.02559462990362782
2020-04-09,64.7533187866211,66.99749755859375,67.51750183105469,66.17500305175781,67.17500305175781,161834800,62.61237506866455,70.52249969482422,0.0072160816976889475
2020-04-13,66.0242691040039,68.3125,68.42500305175781,66.4574966430664,67.07749938964844,131022800,62.55337505340576,70.26939971923828,0.01962763520019828
2020-04-14,69.35871887207031,71.76249694824219,72.0625,69.51249694824219,70.0,194994800,63.11387481689453,70.157099609375,0.050503157522300945
2020-04-15,68.72565460205078,71.10749816894531,71.5824966430664,70.15750122070312,70.5999984741211,131154400,63.508499717712404,70.03594955444336,-0.009127313111321755
2020-04-16,69.27173614501953,71.67250061035156,72.05000305175781,70.5875015258789,71.84500122070312,157125200,64.00874977111816,69.87514953613281,0.007945750532016405
2020-04-17,68.33184814453125,70.69999694824219,71.73750305175781,69.21499633789062,71.17250061035156,215250000,64.48399963378907,69.6818994140625,-0.01356871399529369
2020-04-20,66.91348266601562,69.23249816894531,70.41999816894531,69.2125015258789,69.48750305175781,130015200,65.08012447357177,69.44049942016602,-0.02075670215900005
2020-04-21,64.84514617919922,67.09249877929688,69.3125,66.35749816894531,69.06999969482422,180991600,65.63012447357178,69.18219940185547,-0.03091033035419699
2020-04-22,66.7129135131836,69.0250015258789,69.4749984741211,68.05000305175781,68.40249633789062,116862400,65.99537448883056,68.95494949340821,0.028803558993071077
2020-04-23,66.45439147949219,68.75749969482422,70.4375,68.71749877929688,68.96749877929688,124814400,66.36424942016602,68.73204956054687,-0.0038754339028068685
2020-04-24,68.37286376953125,70.74250030517578,70.75250244140625,69.25,69.30000305175781,126161200,66.67087440490722,68.51089950561523,0.028869586869241237
2020-04-27,68.42121887207031,70.7925033569336,71.13500213623047,69.98750305175781,70.44999694824219,117087600,67.11374950408936,68.30239959716796,0.0007068318414262809
2020-04-28,67.31214141845703,69.6449966430664,71.4574966430664,69.55000305175781,71.2699966430664,112004800,67.41087436676025,68.07054946899414,-0.016209438280229915
2020-04-29,69.52301025390625,71.93250274658203,72.4175033569336,70.97250366210938,71.18250274658203,137280800,67.8288745880127,67.91419952392579,0.0328452324470514
2020-04-30,70.98969268798828,73.44999694824219,73.63249969482422,72.0875015258789,72.48999786376953,183064000,68.48999938964843,67.76509948730468,0.021096085131450115
2020-05-01,69.8468017578125,72.26750183105469,74.75,71.4625015258789,71.5625,240616800,69.0417495727539,67.60894958496094,-0.01609932152918625
2020-05-04,70.83503723144531,73.29000091552734,73.42250061035156,71.58000183105469,72.2925033569336,133568000,69.68862457275391,67.50949966430665,0.014148809057535017
2020-05-05,71.8982162475586,74.38999938964844,75.25,73.61499786376953,73.76499938964844,147751200,70.12724952697754,67.5063996887207,0.015008847869833364
2020-05-06,72.64000701904297,75.15750122070312,75.80999755859375,74.71749877929688,75.11499786376953,142333600,70.64224967956542,67.56914978027343,0.010317271640702286
2020-05-07,73.39144134521484,75.93499755859375,76.2925033569336,75.49250030517578,75.80500030517578,115215200,71.11312446594238,67.62459976196288,0.010344893394040211
2020-05-08,75.1382827758789,77.53250122070312,77.5875015258789,76.07250213623047,76.41000366210938,133838400,71.63987464904785,67.80764984130859,0.02103777854047717
2020-05-11,76.32063293457031,78.75250244140625,79.26249694824219,76.80999755859375,77.0250015258789,145946400,72.16187477111816,68.0158999633789,0.015735352290909388
2020-05-12,75.44843292236328,77.85250091552734,79.92250061035156,77.72750091552734,79.4574966430664,162301200,72.46637496948242,68.07889999389648,-0.011428227649636025
2020-05-13,74.53744506835938,76.9124984741211,78.98750305175781,75.80249786376953,78.0374984741211,200622400,72.75662498474121,68.17054992675781,-0.012074145728808161
2020-05-14,74.995361328125,77.38500213623047,77.44750213623047,75.38249969482422,76.12750244140625,158929200,73.04225006103516,68.20455001831054,0.006143392445746132
2020-05-15,74.5519790649414,76.92749786376953,76.9749984741211,75.05249786376953,75.0875015258789,166348400,73.35362510681152,68.27849990844726,-0.005912053496561764
2020-05-18,76.30851745605469,78.73999786376953,79.125,77.58000183105469,78.2925033569336,135178400,73.82900009155273,68.40814987182617,0.023561145888427948
2020-05-19,75.86756134033203,78.28500366210938,79.62999725341797,78.25250244140625,78.75749969482422,101729600,74.38862533569336,68.64299987792968,-0.005778438074729886
2020-05-20,77.34303283691406,79.80750274658203,79.87999725341797,79.12999725341797,79.16999816894531,111504800,74.92775039672851,68.81244995117187,0.01944815754296969
2020-05-21,76.76641845703125,79.2125015258789,80.22250366210938,78.96749877929688,79.66500091552734,102688800,75.45050048828125,69.01955001831055,-0.007455454690675767
2020-05-22,77.26068878173828,79.72250366210938,79.80750274658203,78.8375015258789,78.94249725341797,81803200,75.89950065612793,69.37285011291505,0.006438404625611405
2020-05-26,76.73734283447266,79.18250274658203,81.05999755859375,79.125,80.875,125522000,76.31900062561036,69.56665016174317,-0.006773506735514134
2020-05-27,77.07170104980469,79.52749633789062,79.67749786376953,78.27249908447266,79.03500366210938,112945200,76.81312561035156,69.94615005493164,0.0043569422453433315
2020-05-28,77.10560607910156,79.5625,80.86000061035156,78.90750122070312,79.19249725341797,133560800,77.19462547302246,70.27310005187988,0.0004401454053155618
2020-05-29,77.03048706054688,79.48500061035156,80.2874984741211,79.11750030517578,79.8125,153532400,77.49637565612792,70.62945007324218,-0.0009740693121563782
2020-06-01,77.9778060913086,80.4625015258789,80.5875015258789,79.30249786376953,79.4375,80791200,77.90612564086913,71.01480010986329,0.012297929269941221
2020-06-02,78.33882904052734,80.83499908447266,80.86000061035156,79.73249816894531,80.1875,87642800,78.2833755493164,71.48530006408691,0.004629455355348977
2020-06-03,78.77007293701172,81.27999877929688,81.55000305175781,80.57499694824219,81.16500091552734,104491200,78.62787551879883,71.98905006408691,0.005505037420229231
2020-06-04,78.09169006347656,80.58000183105469,81.40499877929688,80.19499969482422,81.09750366210938,87560400,78.89900054931641,72.36625007629395,-0.008612167307518348
2020-06-05,80.3158187866211,82.875,82.9375,80.80750274658203,80.8375015258789,137250400,79.24600067138672,72.79615005493164,0.02848098928760323
2020-06-08,80.79068756103516,83.36499786376953,83.4000015258789,81.83000183105469,82.5625,95654400,79.53762550354004,73.17125,0.005912493077158798
2020-06-09,83.34188079833984,85.99749755859375,86.40249633789062,83.00250244140625,83.03500366210938,147712400,79.89987525939941,73.65249992370606,0.03157799750833212
2020-06-10,85.48604583740234,88.20999908447266,88.69249725341797,86.52249908447266,86.9749984741211,166651600,80.41775016784668,74.14264991760254,0.025727510551937005
2020-06-11,81.38184356689453,83.9749984741211,87.76499938964844,83.87000274658203,87.32749938964844,201662400,80.77087516784668,74.5506999206543,-0.0480104370741008
2020-06-12,82.08443450927734,84.69999694824219,86.94999694824219,83.55500030517578,86.18000030517578,200146000,81.13662490844726,75.04014984130859,0.008633503867755632
2020-06-15,83.099609375,85.74749755859375,86.41999816894531,83.1449966430664,83.3125,138808800,81.57762489318847,75.53044982910156,0.012367185927901092
2020-06-16,85.30194854736328,88.0199966430664,88.30000305175781,86.18000030517578,87.86499786376953,165428800,82.04162483215332,76.08379974365235,0.026502220463282766
2020-06-17,85.18324279785156,87.89749908447266,88.8499984741211,87.77249908447266,88.7874984741211,114406400,82.52224960327149,76.52939971923828,-0.0013917014685934648
2020-06-18,85.2171401977539,87.93250274658203,88.36250305175781,87.30500030517578,87.85250091552734,96820400,82.92849960327149,76.99089981079102,0.0003982327423870391
2020-06-19,84.73015594482422,87.43000030517578,89.13999938964844,86.2874984741211,88.66000366210938,264476000,83.33937454223633,77.40914978027344,-0.005714638224894375
2020-06-22,86.947021484375,89.71749877929688,89.86499786376953,87.7874984741211,87.83499908447266,135445200,83.8391242980957,77.8635498046875,0.0261637706294926
2020-06-23,88.80287170410156,91.63249969482422,93.09500122070312,90.56749725341797,91.0,212155600,84.46162414550781,78.32994979858398,0.021344787155047618
2020-06-24,87.2353286743164,90.01499938964844,92.19750213623047,89.62999725341797,91.25,192623200,84.9859992980957,78.6949998474121,-0.017652037329143666
2020-06-25,88.3934326171875,91.20999908447266,91.25,89.39250183105469,90.17500305175781,137522400,85.56837425231933,79.09704986572265,0.013275561883319131
2020-06-26,85.67748260498047,88.40750122070312,91.33000183105469,88.25499725341797,91.10250091552734,205256800,86.01449928283691,79.43174987792969,-0.030725774497311842
2020-06-29,87.65206909179688,90.44499969482422,90.5425033569336,87.81999969482422,88.3125,130646000,86.51362419128418,79.82664993286133,0.02304666963762081
2020-06-30,88.38372802734375,91.19999694824219,91.49500274658203,90.0,90.0199966430664,140223200,87.03187408447266,80.26599990844727,0.008347584233129979
2020-07-01,88.21656799316406,91.02749633789062,91.83999633789062,90.97750091552734,91.27999877929688,110737200,87.51924896240234,80.74469985961915,-0.0018914541241646932
2020-07-02,88.21656799316406,91.02749633789062,92.61750030517578,90.91000366210938,91.9625015258789,114041600,88.04162368774413,81.18474975585937,0.0
2020-07-06,90.57637786865234,93.4625015258789,93.94499969482422,92.46749877929688,92.5,118655600,88.57099876403808,81.67884979248046,0.026750215989129744
2020-07-07,90.29532623291016,93.17250061035156,94.65499877929688,93.05750274658203,93.85250091552734,112424400,89.06137390136719,82.12744979858398,-0.003102858481131565
2020-07-08,92.39832305908203,95.34249877929688,95.375,94.08999633789062,94.18000030517578,117092000,89.52862396240235,82.61844970703125,0.023290114086561564
2020-07-09,92.79564666748047,95.75250244140625,96.31749725341797,94.67250061035156,96.26249694824219,125642800,89.90574913024902,83.14059982299804,0.004300324276778955
2020-07-10,92.95800018310547,95.91999816894531,95.9800033569336,94.70500183105469,95.33499908447266,90257200,90.50299911499023,83.62034973144532,0.0017492569203771957
2020-07-13,92.52913665771484,95.47750091552734,99.95500183105469,95.25749969482422,97.26499938964844,191649200,91.0418743133545,84.06089981079101,-0.004613190803429701
2020-07-14,94.06036376953125,97.05750274658203,97.25499725341797,93.87750244140625,94.83999633789062,170989200,91.60737457275391,84.55669982910156,0.016548420475024583
2020-07-15,94.7072525024414,97.7249984741211,99.24749755859375,96.48999786376953,98.98999786376953,153198000,92.09262466430664,85.04539978027344,0.006877322295030686
2020-07-16,93.54190063476562,96.52249908447266,97.40499877929688,95.90499877929688,96.5625,110577600,92.52387466430665,85.48804977416992,-0.012304931270650021
2020-07-17,93.3529052734375,96.32749938964844,97.14749908447266,95.83999633789062,96.98750305175781,92186800,92.94362449645996,85.91144973754882,-0.0020202512022980956
2020-07-20,95.3202133178711,98.35749816894531,98.5,96.0625,96.4175033569336,90318000,93.48999938964843,86.35989974975585,0.0210739279246257
2020-07-21,94.004638671875,97.0,99.25,96.74250030517578,99.17250061035156,103433200,93.8541244506836,86.7492497253418,-0.013801674444927303
2020-07-22,94.26872253417969,97.27249908447266,97.9749984741211,96.60250091552734,96.69249725341797,89001600,94.13612442016601,87.11964965820313,0.0028092689120893244
2020-07-23,89.97794342041016,92.84500122070312,97.07749938964844,92.01000213623047,96.99749755859375,197004400,94.27762451171876,87.41949966430664,-0.04551643995416055
2020-07-24,89.75504302978516,92.61499786376953,92.97000122070312,89.1449966430664,90.98750305175781,185438800,94.34787445068359,87.73354965209961,-0.0024772831483609314
2020-07-27,91.88226318359375,94.80999755859375,94.90499877929688,93.4800033569336,93.70999908447266,121214000,94.66799926757812,88.08204956054688,0.023700261787544585
2020-07-28,90.37285614013672,93.25250244140625,94.55000305175781,93.24749755859375,94.36750030517578,103625600,94.80837440490723,88.40854965209961,-0.0164275409481468
2020-07-29,92.10514831542969,95.04000091552734,95.2300033569336,93.7125015258789,93.75,90329200,95.00037460327148,88.73454971313477,0.01916837004180394
2020-07-30,93.21966552734375,96.19000244140625,96.29750061035156,93.76750183105469,94.1875,158130000,95.25849990844726,89.0926496887207,0.01210018428872961
2020-07-31,102.97870635986328,106.26000213623047,106.41500091552734,100.82499694824219,102.88500213623047,374336800,96.02012519836425,89.62169967651367,0.10468863124271488
2020-08-03,105.5735092163086,108.9375,111.63749694824219,107.89250183105469,108.19999694824219,308151200,96.79387512207032,90.2161996459961,0.02519760784812375
2020-08-04,106.27853393554688,109.66500091552734,110.79000091552734,108.38749694824219,109.13249969482422,173071600,97.61850013732911,90.81504959106445,0.006678149540124689
2020-08-05,106.66376495361328,110.0625,110.39250183105469,108.89749908447266,109.37750244140625,121776800,98.35450019836426,91.43264953613281,0.0036246667683779155
2020-08-06,110.38520050048828,113.90249633789062,114.4124984741211,109.79750061035156,110.40499877929688,202428800,99.26199989318847,92.12014953613281,0.03488923418867129
2020-08-07,107.8755111694336,111.11250305175781,113.67500305175781,110.2925033569336,113.20500183105469,198045600,100.0216251373291,92.75114959716797,-0.02449457541173039
2020-08-10,109.44345092773438,112.72750091552734,113.7750015258789,110.0,112.5999984741211,212403600,100.88412513732911,93.41599960327149,0.014534798689731954
2020-08-11,106.18860626220703,109.375,112.48249816894531,109.10749816894531,111.97000122070312,187902400,101.5,93.9942495727539,-0.029739867275506704
2020-08-12,109.71772766113281,113.01000213623047,113.2750015258789,110.29750061035156,110.49749755859375,165598000,102.26425018310547,94.63774963378906,0.03323430524553572
2020-08-13,111.65945434570312,115.01000213623047,116.0425033569336,113.92749786376953,114.43000030517578,210082000,103.18862533569336,95.31234970092774,0.017697548554941767
2020-08-14,111.55992889404297,114.90750122070312,115.0,113.04499816894531,114.83000183105469,165565200,104.1176254272461,95.9988996887207,-0.0008912347937002352
2020-08-17,111.26866912841797,114.60749816894531,116.0875015258789,113.9625015258789,116.0625,119561600,104.9301254272461,96.6335496520996,-0.002610822170622251
2020-08-18,112.19584655761719,115.5625,116.0,114.00749969482422,114.35250091552734,105633600,105.85825042724609,97.27749969482421,0.008332804103680092
2020-08-19,112.33661651611328,115.7074966430664,117.1624984741211,115.61000061035156,115.98249816894531,145538000,106.78000030517578,97.87169967651367,0.0012547032390819446
2020-08-20,114.8293228149414,118.2750015258789,118.39250183105469,115.73249816894531,115.75,126907200,108.05150032043457,98.4729997253418,0.02218961568871136
2020-08-21,120.74677276611328,124.37000274658203,124.86750030517578,119.25,119.26249694824219,338054800,109.63925056457519,99.28089981079101,0.05153245522782357
2020-08-24,122.19093322753906,125.85749816894531,128.78500366210938,123.9375,128.69749450683594,345937600,111.19162559509277,100.10404983520507,0.011960242739515126
2020-08-25,121.18850708007812,124.82499694824219,125.18000030517578,123.05249786376953,124.69750213623047,211495600,112.77025032043457,100.88559982299805,-0.00820373228234006
2020-08-26,122.8365478515625,126.52249908447266,126.99250030517578,125.0824966430664,126.18000030517578,163022400,114.34437522888183,101.65564987182617,0.01359905610039247
2020-08-27,121.36812591552734,125.01000213623047,127.48500061035156,123.8324966430664,127.14250183105469,155552400,115.78537521362304,102.39789993286132,-0.011954371429482857
2020-08-28,121.1715316772461,124.80750274658203,126.44249725341797,124.57749938964844,126.01249694824219,187630000,116.71275024414062,103.13539993286133,-0.0016198655002642726
2020-08-31,125.28071594238281,129.0399932861328,131.0,126.0,127.58000183105469,225702700,117.71787490844727,103.96759979248047,0.03391214827961697
2020-09-01,130.2709197998047,134.17999267578125,134.8000030517578,130.52999877929688,132.75999450683594,151948100,118.94362449645996,104.85684967041016,0.039832607385921204
2020-09-02,127.5719223022461,131.39999389648438,137.97999572753906,127.0,137.58999633789062,200119000,120.01049919128418,105.65219955444336,-0.02071842995262474
2020-09-03,117.35843658447266,120.87999725341797,128.83999633789062,120.5,126.91000366210938,257599600,120.35937423706055,106.26949951171875,-0.08006086097198728
2020-09-04,117.43609619140625,120.95999908447266,123.69999694824219,110.88999938964844,120.06999969482422,332607200,120.85174903869628,106.86449951171875,0.0006618285313737537
2020-09-08,109.53326416015625,112.81999969482422,118.98999786376953,112.68000030517578,113.94999694824219,231366600,120.85637397766114,107.35274948120117,-0.0672949690084228
2020-09-09,113.90214538574219,117.31999969482422,119.13999938964844,115.26000213623047,117.26000213623047,176940500,121.25362396240234,107.89024948120117,0.039886545046732946
2020-09-10,110.18372344970703,113.48999786376953,120.5,112.5,120.36000061035156,182274400,121.27762374877929,108.33604949951172,-0.03264577089172682
2020-09-11,108.73714447021484,112.0,115.2300033569336,110.0,114.56999969482422,180860300,121.12712364196777,108.7554995727539,-0.01312889146018037
2020-09-14,111.9992446899414,115.36000061035156,115.93000030517578,112.80000305175781,114.72000122070312,140150100,121.14974861145019,109.24214965820312,0.03000000544956749
2020-09-15,112.17401885986328,115.54000091552734,118.83000183105469,113.61000061035156,118.33000183105469,184642000,121.1963737487793,109.6836996459961,0.0015603355081781345
2020-09-16,108.86334991455078,112.12999725341797,116.0,112.04000091552734,115.2300033569336,154679000,121.02474861145019,110.06284957885742,-0.029513619829399818
2020-09-17,107.12548828125,110.33999633789062,112.19999694824219,108.70999908447266,109.72000122070312,178011000,120.75637359619141,110.36279953002929,-0.01596362221861003
2020-09-18,103.72745513916016,106.83999633789062,110.87999725341797,106.08999633789062,110.4000015258789,287104900,120.18462333679199,110.58454940795899,-0.03172013880879665
2020-09-21,106.8730697631836,110.08000183105469,110.19000244140625,103.0999984741211,104.54000091552734,195713800,119.47012329101562,110.86774948120117,0.030325773158183855
2020-09-22,108.55266571044922,111.80999755859375,112.86000061035156,109.16000366210938,112.68000030517578,183055400,118.76774826049805,111.1943994140625,0.015715803949514662
2020-09-23,103.99930572509766,107.12000274658203,112.11000061035156,106.7699966430664,111.62000274658203,150718700,117.88249855041504,111.3956494140625,-0.0419461131778841
2020-09-24,105.06724548339844,108.22000122070312,110.25,105.0,105.16999816894531,167743300,116.96737365722656,111.60554946899414,0.010268842848365045
2020-09-25,109.00897216796875,112.27999877929688,112.44000244140625,107.66999816894531,108.43000030517578,149981400,116.33087348937988,111.92069946289062,0.03751614778042578
2020-09-28,111.61091613769531,114.95999908447266,115.31999969482422,112.77999877929688,115.01000213623047,137672400,115.83849830627442,112.29334945678711,0.023868902158110217
2020-09-29,110.76625061035156,114.08999633789062,115.30999755859375,113.56999969482422,114.55000305175781,99382200,115.0909984588623,112.60799942016601,-0.007567873638749334
2020-09-30,112.43614196777344,115.80999755859375,117.26000213623047,113.62000274658203,113.79000091552734,142675200,114.17249870300293,112.9841993713379,0.01507582852057543
2020-10-01,113.38760375976562,116.79000091552734,117.72000122070312,115.83000183105469,117.63999938964844,116120400,113.44199905395507,113.37454940795898,0.008462165422616241
2020-10-02,109.7274169921875,113.0199966430664,115.37000274658203,112.22000122070312,112.88999938964844,144712000,113.0489990234375,113.77804931640625,-0.032280197302059555
2020-10-05,113.1060562133789,116.5,116.6500015258789,113.55000305175781,113.91000366210938,106243800,112.82599906921386,114.25574935913086,0.03079104105730912
